Niveluri de instruire, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Licee de arte vizuale, Masculin, TOTAL, Anul 2013, Numar persoane, 233
Licee de arte vizuale, Masculin, TOTAL, Anul 2014, Numar persoane, 245
Licee de arte vizuale, Masculin, TOTAL, Anul 2015, Numar persoane, 191
Licee de arte vizuale, Masculin, TOTAL, Anul 2016, Numar persoane, 188
Licee de arte vizuale, Masculin, TOTAL, Anul 2017, Numar persoane, 238
Licee de arte vizuale, Masculin, Cluj, Anul 2013, Numar persoane, 34
Licee de arte vizuale, Masculin, Cluj, Anul 2014, Numar persoane, 46
Licee de arte vizuale, Masculin, Cluj, Anul 2015, Numar persoane, 33
Licee de arte vizuale, Masculin, Cluj, Anul 2016, Numar persoane, 31
Licee de arte vizuale, Masculin, Cluj, Anul 2017, Numar persoane, 29
Licee de arte vizuale, Masculin, Maramures, Anul 2013, Numar persoane, 15
Licee de arte vizuale, Masculin, Satu Mare, Anul 2013, Numar persoane, 19
Licee de arte vizuale, Masculin, Satu Mare, Anul 2014, Numar persoane, 24
Licee de arte vizuale, Masculin, Satu Mare, Anul 2015, Numar persoane, 13
Licee de arte vizuale, Masculin, Satu Mare, Anul 2016, Numar persoane, 18
Licee de arte vizuale, Masculin, Satu Mare, Anul 2017, Numar persoane, 20
Licee de arte vizuale, Masculin, Harghita, Anul 2013, Numar persoane, 38
Licee de arte vizuale, Masculin, Harghita, Anul 2014, Numar persoane, 31
Licee de arte vizuale, Masculin, Harghita, Anul 2015, Numar persoane, 26
Licee de arte vizuale, Masculin, Harghita, Anul 2016, Numar persoane, 45
Licee de arte vizuale, Masculin, Harghita, Anul 2017, Numar persoane, 32
Licee de arte vizuale, Masculin, Mures, Anul 2017, Numar persoane, 6
Licee de arte vizuale, Masculin, Sibiu, Anul 2014, Numar persoane, 14
Licee de arte vizuale, Masculin, Bacau, Anul 2014, Numar persoane, 19
Licee de arte vizuale, Masculin, Bacau, Anul 2015, Numar persoane, 9
Licee de arte vizuale, Masculin, Bacau, Anul 2016, Numar persoane, 10
Licee de arte vizuale, Masculin, Bacau, Anul 2017, Numar persoane, 10
Licee de arte vizuale, Masculin, Iasi, Anul 2013, Numar persoane, 30
Licee de arte vizuale, Masculin, Iasi, Anul 2014, Numar persoane, 31
Licee de arte vizuale, Masculin, Iasi, Anul 2015, Numar persoane, 33
Licee de arte vizuale, Masculin, Iasi, Anul 2016, Numar persoane, 24
Licee de arte vizuale, Masculin, Iasi, Anul 2017, Numar persoane, 34
Licee de arte vizuale, Masculin, Suceava, Anul 2016, Numar persoane, 6
Licee de arte vizuale, Masculin, Suceava, Anul 2017, Numar persoane, 9
Licee de arte vizuale, Masculin, Vaslui, Anul 2013, Numar persoane, 8
Licee de arte vizuale, Masculin, Braila, Anul 2014, Numar persoane, 9
Licee de arte vizuale, Masculin, Braila, Anul 2017, Numar persoane, 8
Licee de arte vizuale, Masculin, Constanta, Anul 2014, Numar persoane, 8
Licee de arte vizuale, Masculin, Constanta, Anul 2015, Numar persoane, 6
Licee de arte vizuale, Masculin, Constanta, Anul 2016, Numar persoane, 4
Licee de arte vizuale, Masculin, Constanta, Anul 2017, Numar persoane, 8
Licee de arte vizuale, Masculin, Galati, Anul 2014, Numar persoane, 9
Licee de arte vizuale, Masculin, Vrancea, Anul 2013, Numar persoane, 14
Licee de arte vizuale, Masculin, Vrancea, Anul 2014, Numar persoane, 11
Licee de arte vizuale, Masculin, Vrancea, Anul 2015, Numar persoane, 9
Licee de arte vizuale, Masculin, Vrancea, Anul 2016, Numar persoane, 11
Licee de arte vizuale, Masculin, Vrancea, Anul 2017, Numar persoane, 14
Licee de arte vizuale, Masculin, Gorj, Anul 2013, Numar persoane, 17
Licee de arte vizuale, Masculin, Gorj, Anul 2014, Numar persoane, 4
Licee de arte vizuale, Masculin, Gorj, Anul 2015, Numar persoane, 8
Licee de arte vizuale, Masculin, Gorj, Anul 2016, Numar persoane, 8
Licee de arte vizuale, Masculin, Gorj, Anul 2017, Numar persoane, 7
Licee de arte vizuale, Masculin, Mehedinti, Anul 2015, Numar persoane, 9
Licee de arte vizuale, Masculin, Mehedinti, Anul 2016, Numar persoane, 5
Licee de arte vizuale, Masculin, Mehedinti, Anul 2017, Numar persoane, 6
Licee de arte vizuale, Masculin, Olt, Anul 2013, Numar persoane, 5
Licee de arte vizuale, Masculin, Olt, Anul 2014, Numar persoane, 8
Licee de arte vizuale, Masculin, Olt, Anul 2015, Numar persoane, 9
Licee de arte vizuale, Masculin, Olt, Anul 2016, Numar persoane, 9
Licee de arte vizuale, Masculin, Olt, Anul 2017, Numar persoane, 12
Licee de arte vizuale, Masculin, Regiunea VEST, Anul 2013, Numar persoane, 16
Licee de arte vizuale, Masculin, Regiunea VEST, Anul 2014, Numar persoane, 31
Licee de arte vizuale, Masculin, Regiunea VEST, Anul 2015, Numar persoane, 25
Licee de arte vizuale, Masculin, Regiunea VEST, Anul 2016, Numar persoane, 17
Licee de arte vizuale, Masculin, Regiunea VEST, Anul 2017, Numar persoane, 43
Licee de arte vizuale, Masculin, Arad, Anul 2017, Numar persoane, 16
Licee de arte vizuale, Masculin, Timis, Anul 2013, Numar persoane, 16
Licee de arte vizuale, Masculin, Timis, Anul 2014, Numar persoane, 31
Licee de arte vizuale, Masculin, Timis, Anul 2015, Numar persoane, 25
Licee de arte vizuale, Masculin, Timis, Anul 2016, Numar persoane, 17
Licee de arte vizuale, Masculin, Timis, Anul 2017, Numar persoane, 27
Licee de arte vizuale, Feminin, TOTAL, Anul 2013, Numar persoane, 259
Licee de arte vizuale, Feminin, TOTAL, Anul 2014, Numar persoane, 281
Licee de arte vizuale, Feminin, TOTAL, Anul 2015, Numar persoane, 227
Licee de arte vizuale, Feminin, TOTAL, Anul 2016, Numar persoane, 260
Licee de arte vizuale, Feminin, TOTAL, Anul 2017, Numar persoane, 365
Licee de arte vizuale, Feminin, Cluj, Anul 2013, Numar persoane, 52
Licee de arte vizuale, Feminin, Cluj, Anul 2014, Numar persoane, 40
Licee de arte vizuale, Feminin, Cluj, Anul 2015, Numar persoane, 49
Licee de arte vizuale, Feminin, Cluj, Anul 2016, Numar persoane, 50
Licee de arte vizuale, Feminin, Cluj, Anul 2017, Numar persoane, 55
Licee de arte vizuale, Feminin, Maramures, Anul 2013, Numar persoane, 15
Licee de arte vizuale, Feminin, Satu Mare, Anul 2013, Numar persoane, 29
Licee de arte vizuale, Feminin, Satu Mare, Anul 2014, Numar persoane, 28
Licee de arte vizuale, Feminin, Satu Mare, Anul 2015, Numar persoane, 23
Licee de arte vizuale, Feminin, Satu Mare, Anul 2016, Numar persoane, 24
Licee de arte vizuale, Feminin, Satu Mare, Anul 2017, Numar persoane, 22
Licee de arte vizuale, Feminin, Harghita, Anul 2013, Numar persoane, 29
Licee de arte vizuale, Feminin, Harghita, Anul 2014, Numar persoane, 39
Licee de arte vizuale, Feminin, Harghita, Anul 2015, Numar persoane, 19
Licee de arte vizuale, Feminin, Harghita, Anul 2016, Numar persoane, 36
Licee de arte vizuale, Feminin, Harghita, Anul 2017, Numar persoane, 47
Licee de arte vizuale, Feminin, Mures, Anul 2017, Numar persoane, 4
Licee de arte vizuale, Feminin, Sibiu, Anul 2014, Numar persoane, 6
Licee de arte vizuale, Feminin, Bacau, Anul 2014, Numar persoane, 10
Licee de arte vizuale, Feminin, Bacau, Anul 2015, Numar persoane, 10
Licee de arte vizuale, Feminin, Bacau, Anul 2016, Numar persoane, 14
Licee de arte vizuale, Feminin, Bacau, Anul 2017, Numar persoane, 20
Licee de arte vizuale, Feminin, Iasi, Anul 2013, Numar persoane, 30
Licee de arte vizuale, Feminin, Iasi, Anul 2014, Numar persoane, 28
Licee de arte vizuale, Feminin, Iasi, Anul 2015, Numar persoane, 20
Licee de arte vizuale, Feminin, Iasi, Anul 2016, Numar persoane, 31
Licee de arte vizuale, Feminin, Iasi, Anul 2017, Numar persoane, 24
Licee de arte vizuale, Feminin, Suceava, Anul 2016, Numar persoane, 9
Licee de arte vizuale, Feminin, Suceava, Anul 2017, Numar persoane, 15
Licee de arte vizuale, Feminin, Vaslui, Anul 2013, Numar persoane, 13
Licee de arte vizuale, Feminin, Braila, Anul 2014, Numar persoane, 20
Licee de arte vizuale, Feminin, Braila, Anul 2017, Numar persoane, 11
Licee de arte vizuale, Feminin, Constanta, Anul 2014, Numar persoane, 21
Licee de arte vizuale, Feminin, Constanta, Anul 2015, Numar persoane, 20
Licee de arte vizuale, Feminin, Constanta, Anul 2016, Numar persoane, 22
Licee de arte vizuale, Feminin, Constanta, Anul 2017, Numar persoane, 24
Licee de arte vizuale, Feminin, Galati, Anul 2014, Numar persoane, 26
Licee de arte vizuale, Feminin, Vrancea, Anul 2013, Numar persoane, 14
Licee de arte vizuale, Feminin, Vrancea, Anul 2014, Numar persoane, 19
Licee de arte vizuale, Feminin, Vrancea, Anul 2015, Numar persoane, 14
Licee de arte vizuale, Feminin, Vrancea, Anul 2016, Numar persoane, 15
Licee de arte vizuale, Feminin, Vrancea, Anul 2017, Numar persoane, 41
Licee de arte vizuale, Feminin, Gorj, Anul 2013, Numar persoane, 18
Licee de arte vizuale, Feminin, Gorj, Anul 2014, Numar persoane, 8
Licee de arte vizuale, Feminin, Gorj, Anul 2015, Numar persoane, 13
Licee de arte vizuale, Feminin, Gorj, Anul 2016, Numar persoane, 18
Licee de arte vizuale, Feminin, Gorj, Anul 2017, Numar persoane, 18
Licee de arte vizuale, Feminin, Mehedinti, Anul 2015, Numar persoane, 9
Licee de arte vizuale, Feminin, Mehedinti, Anul 2016, Numar persoane, 12
Licee de arte vizuale, Feminin, Mehedinti, Anul 2017, Numar persoane, 14
Licee de arte vizuale, Feminin, Olt, Anul 2013, Numar persoane, 20
Licee de arte vizuale, Feminin, Olt, Anul 2014, Numar persoane, 14
Licee de arte vizuale, Feminin, Olt, Anul 2015, Numar persoane, 16
Licee de arte vizuale, Feminin, Olt, Anul 2016, Numar persoane, 12
Licee de arte vizuale, Feminin, Olt, Anul 2017, Numar persoane, 10
Licee de arte vizuale, Feminin, Regiunea VEST, Anul 2013, Numar persoane, 11
Licee de arte vizuale, Feminin, Regiunea VEST, Anul 2014, Numar persoane, 22
Licee de arte vizuale, Feminin, Regiunea VEST, Anul 2015, Numar persoane, 23
Licee de arte vizuale, Feminin, Regiunea VEST, Anul 2016, Numar persoane, 17
Licee de arte vizuale, Feminin, Regiunea VEST, Anul 2017, Numar persoane, 60
Licee de arte vizuale, Feminin, Arad, Anul 2017, Numar persoane, 37
Licee de arte vizuale, Feminin, Timis, Anul 2013, Numar persoane, 11
Licee de arte vizuale, Feminin, Timis, Anul 2014, Numar persoane, 22
Licee de arte vizuale, Feminin, Timis, Anul 2015, Numar persoane, 23
Licee de arte vizuale, Feminin, Timis, Anul 2016, Numar persoane, 17
Licee de arte vizuale, Feminin, Timis, Anul 2017, Numar persoane, 23
Licee de teatru, Masculin, TOTAL, Anul 2013, Numar persoane, 59
Licee de teatru, Masculin, TOTAL, Anul 2014, Numar persoane, 72
Licee de teatru, Masculin, TOTAL, Anul 2015, Numar persoane, 77
Licee de teatru, Masculin, TOTAL, Anul 2016, Numar persoane, 77
Licee de teatru, Masculin, TOTAL, Anul 2017, Numar persoane, 87
Licee de teatru, Masculin, Cluj, Anul 2013, Numar persoane, 8
Licee de teatru, Masculin, Cluj, Anul 2014, Numar persoane, 6
Licee de teatru, Masculin, Cluj, Anul 2015, Numar persoane, 7
Licee de teatru, Masculin, Cluj, Anul 2016, Numar persoane, 10
Licee de teatru, Masculin, Cluj, Anul 2017, Numar persoane, 9
Licee de teatru, Masculin, Covasna, Anul 2013, Numar persoane, 1
Licee de teatru, Masculin, Covasna, Anul 2015, Numar persoane, 1
Licee de teatru, Masculin, Covasna, Anul 2017, Numar persoane, 1
Licee de teatru, Masculin, Mures, Anul 2017, Numar persoane, 8
Licee de teatru, Masculin, Sibiu, Anul 2013, Numar persoane, 7
Licee de teatru, Masculin, Sibiu, Anul 2017, Numar persoane, 5
Licee de teatru, Masculin, Botosani, Anul 2015, Numar persoane, 7
Licee de teatru, Masculin, Iasi, Anul 2013, Numar persoane, 6
Licee de teatru, Masculin, Iasi, Anul 2014, Numar persoane, 6
Licee de teatru, Masculin, Iasi, Anul 2015, Numar persoane, 7
Licee de teatru, Masculin, Iasi, Anul 2016, Numar persoane, 9
Licee de teatru, Masculin, Iasi, Anul 2017, Numar persoane, 9
Licee de teatru, Masculin, Braila, Anul 2013, Numar persoane, 10
Licee de teatru, Masculin, Braila, Anul 2014, Numar persoane, 12
Licee de teatru, Masculin, Braila, Anul 2015, Numar persoane, 9
Licee de teatru, Masculin, Braila, Anul 2016, Numar persoane, 8
Licee de teatru, Masculin, Braila, Anul 2017, Numar persoane, 11
Licee de teatru, Masculin, Buzau, Anul 2013, Numar persoane, 8
Licee de teatru, Masculin, Buzau, Anul 2014, Numar persoane, 13
Licee de teatru, Masculin, Buzau, Anul 2015, Numar persoane, 7
Licee de teatru, Masculin, Buzau, Anul 2016, Numar persoane, 6
Licee de teatru, Masculin, Buzau, Anul 2017, Numar persoane, 14
Licee de teatru, Masculin, Galati, Anul 2015, Numar persoane, 9
Licee de teatru, Masculin, Galati, Anul 2016, Numar persoane, 9
Licee de teatru, Masculin, Tulcea, Anul 2014, Numar persoane, 4
Licee de teatru, Masculin, Tulcea, Anul 2015, Numar persoane, 4
Licee de teatru, Masculin, Tulcea, Anul 2017, Numar persoane, 1
Licee de teatru, Masculin, Gorj, Anul 2013, Numar persoane, 7
Licee de teatru, Masculin, Gorj, Anul 2014, Numar persoane, 5
Licee de teatru, Masculin, Gorj, Anul 2015, Numar persoane, 6
Licee de teatru, Masculin, Gorj, Anul 2016, Numar persoane, 6
Licee de teatru, Masculin, Gorj, Anul 2017, Numar persoane, 9
Licee de teatru, Masculin, Regiunea VEST, Anul 2013, Numar persoane, 6
Licee de teatru, Masculin, Regiunea VEST, Anul 2014, Numar persoane, 16
Licee de teatru, Masculin, Regiunea VEST, Anul 2015, Numar persoane, 12
Licee de teatru, Masculin, Regiunea VEST, Anul 2016, Numar persoane, 18
Licee de teatru, Masculin, Regiunea VEST, Anul 2017, Numar persoane, 10
Licee de teatru, Masculin, Arad, Anul 2013, Numar persoane, 5
Licee de teatru, Masculin, Arad, Anul 2014, Numar persoane, 14
Licee de teatru, Masculin, Arad, Anul 2015, Numar persoane, 9
Licee de teatru, Masculin, Arad, Anul 2016, Numar persoane, 12
Licee de teatru, Masculin, Arad, Anul 2017, Numar persoane, 8
Licee de teatru, Masculin, Timis, Anul 2013, Numar persoane, 1
Licee de teatru, Masculin, Timis, Anul 2014, Numar persoane, 2
Licee de teatru, Masculin, Timis, Anul 2015, Numar persoane, 3
Licee de teatru, Masculin, Timis, Anul 2016, Numar persoane, 6
Licee de teatru, Masculin, Timis, Anul 2017, Numar persoane, 2
Licee de teatru, Feminin, TOTAL, Anul 2013, Numar persoane, 193
Licee de teatru, Feminin, TOTAL, Anul 2014, Numar persoane, 158
Licee de teatru, Feminin, TOTAL, Anul 2015, Numar persoane, 172
Licee de teatru, Feminin, TOTAL, Anul 2016, Numar persoane, 128
Licee de teatru, Feminin, TOTAL, Anul 2017, Numar persoane, 175
Licee de teatru, Feminin, Cluj, Anul 2013, Numar persoane, 26
Licee de teatru, Feminin, Cluj, Anul 2014, Numar persoane, 23
Licee de teatru, Feminin, Cluj, Anul 2015, Numar persoane, 27
Licee de teatru, Feminin, Cluj, Anul 2016, Numar persoane, 19
Licee de teatru, Feminin, Cluj, Anul 2017, Numar persoane, 16
Licee de teatru, Feminin, Covasna, Anul 2013, Numar persoane, 10
Licee de teatru, Feminin, Covasna, Anul 2015, Numar persoane, 7
Licee de teatru, Feminin, Covasna, Anul 2017, Numar persoane, 10
Licee de teatru, Feminin, Mures, Anul 2017, Numar persoane, 10
Licee de teatru, Feminin, Sibiu, Anul 2013, Numar persoane, 20
Licee de teatru, Feminin, Sibiu, Anul 2017, Numar persoane, 21
Licee de teatru, Feminin, Botosani, Anul 2015, Numar persoane, 8
Licee de teatru, Feminin, Iasi, Anul 2013, Numar persoane, 22
Licee de teatru, Feminin, Iasi, Anul 2014, Numar persoane, 16
Licee de teatru, Feminin, Iasi, Anul 2015, Numar persoane, 15
Licee de teatru, Feminin, Iasi, Anul 2016, Numar persoane, 13
Licee de teatru, Feminin, Iasi, Anul 2017, Numar persoane, 15
Licee de teatru, Feminin, Braila, Anul 2013, Numar persoane, 18
Licee de teatru, Feminin, Braila, Anul 2014, Numar persoane, 15
Licee de teatru, Feminin, Braila, Anul 2015, Numar persoane, 18
Licee de teatru, Feminin, Braila, Anul 2016, Numar persoane, 18
Licee de teatru, Feminin, Braila, Anul 2017, Numar persoane, 18
Licee de teatru, Feminin, Buzau, Anul 2013, Numar persoane, 19
Licee de teatru, Feminin, Buzau, Anul 2014, Numar persoane, 18
Licee de teatru, Feminin, Buzau, Anul 2015, Numar persoane, 18
Licee de teatru, Feminin, Buzau, Anul 2016, Numar persoane, 17
Licee de teatru, Feminin, Buzau, Anul 2017, Numar persoane, 13
Licee de teatru, Feminin, Galati, Anul 2015, Numar persoane, 15
Licee de teatru, Feminin, Galati, Anul 2016, Numar persoane, 8
Licee de teatru, Feminin, Tulcea, Anul 2014, Numar persoane, 12
Licee de teatru, Feminin, Tulcea, Anul 2015, Numar persoane, 4
Licee de teatru, Feminin, Tulcea, Anul 2017, Numar persoane, 8
Licee de teatru, Feminin, Gorj, Anul 2013, Numar persoane, 20
Licee de teatru, Feminin, Gorj, Anul 2014, Numar persoane, 28
Licee de teatru, Feminin, Gorj, Anul 2015, Numar persoane, 9
Licee de teatru, Feminin, Gorj, Anul 2016, Numar persoane, 16
Licee de teatru, Feminin, Gorj, Anul 2017, Numar persoane, 16
Licee de teatru, Feminin, Regiunea VEST, Anul 2013, Numar persoane, 34
Licee de teatru, Feminin, Regiunea VEST, Anul 2014, Numar persoane, 24
Licee de teatru, Feminin, Regiunea VEST, Anul 2015, Numar persoane, 28
Licee de teatru, Feminin, Regiunea VEST, Anul 2016, Numar persoane, 18
Licee de teatru, Feminin, Regiunea VEST, Anul 2017, Numar persoane, 27
Licee de teatru, Feminin, Arad, Anul 2013, Numar persoane, 26
Licee de teatru, Feminin, Arad, Anul 2014, Numar persoane, 15
Licee de teatru, Feminin, Arad, Anul 2015, Numar persoane, 19
Licee de teatru, Feminin, Arad, Anul 2016, Numar persoane, 14
Licee de teatru, Feminin, Arad, Anul 2017, Numar persoane, 18
Licee de teatru, Feminin, Timis, Anul 2013, Numar persoane, 8
Licee de teatru, Feminin, Timis, Anul 2014, Numar persoane, 9
Licee de teatru, Feminin, Timis, Anul 2015, Numar persoane, 9
Licee de teatru, Feminin, Timis, Anul 2016, Numar persoane, 4
Licee de teatru, Feminin, Timis, Anul 2017, Numar persoane, 9
Licee cu program de educatie fizica si sport, Masculin, TOTAL, Anul 2013, Numar persoane, 2952
Licee cu program de educatie fizica si sport, Masculin, TOTAL, Anul 2014, Numar persoane, 3290
Licee cu program de educatie fizica si sport, Masculin, TOTAL, Anul 2015, Numar persoane, 2782
Licee cu program de educatie fizica si sport, Masculin, TOTAL, Anul 2016, Numar persoane, 2876
Licee cu program de educatie fizica si sport, Masculin, TOTAL, Anul 2017, Numar persoane, 3065
Licee cu program de educatie fizica si sport, Masculin, Bihor, Anul 2013, Numar persoane, 73
Licee cu program de educatie fizica si sport, Masculin, Bihor, Anul 2014, Numar persoane, 85
Licee cu program de educatie fizica si sport, Masculin, Bihor, Anul 2015, Numar persoane, 77
Licee cu program de educatie fizica si sport, Masculin, Bihor, Anul 2016, Numar persoane, 50
Licee cu program de educatie fizica si sport, Masculin, Bihor, Anul 2017, Numar persoane, 44
Licee cu program de educatie fizica si sport, Masculin, Bistrita-Nasaud, Anul 2013, Numar persoane, 94
Licee cu program de educatie fizica si sport, Masculin, Bistrita-Nasaud, Anul 2014, Numar persoane, 91
Licee cu program de educatie fizica si sport, Masculin, Bistrita-Nasaud, Anul 2015, Numar persoane, 83
Licee cu program de educatie fizica si sport, Masculin, Bistrita-Nasaud, Anul 2016, Numar persoane, 72
Licee cu program de educatie fizica si sport, Masculin, Bistrita-Nasaud, Anul 2017, Numar persoane, 70
Licee cu program de educatie fizica si sport, Masculin, Cluj, Anul 2013, Numar persoane, 110
Licee cu program de educatie fizica si sport, Masculin, Cluj, Anul 2014, Numar persoane, 116
Licee cu program de educatie fizica si sport, Masculin, Cluj, Anul 2015, Numar persoane, 110
Licee cu program de educatie fizica si sport, Masculin, Cluj, Anul 2016, Numar persoane, 128
Licee cu program de educatie fizica si sport, Masculin, Cluj, Anul 2017, Numar persoane, 105
Licee cu program de educatie fizica si sport, Masculin, Maramures, Anul 2013, Numar persoane, 108
Licee cu program de educatie fizica si sport, Masculin, Maramures, Anul 2014, Numar persoane, 114
Licee cu program de educatie fizica si sport, Masculin, Maramures, Anul 2015, Numar persoane, 96
Licee cu program de educatie fizica si sport, Masculin, Maramures, Anul 2016, Numar persoane, 96
Licee cu program de educatie fizica si sport, Masculin, Maramures, Anul 2017, Numar persoane, 97
Licee cu program de educatie fizica si sport, Masculin, Satu Mare, Anul 2013, Numar persoane, 43
Licee cu program de educatie fizica si sport, Masculin, Satu Mare, Anul 2014, Numar persoane, 63
Licee cu program de educatie fizica si sport, Masculin, Satu Mare, Anul 2015, Numar persoane, 36
Licee cu program de educatie fizica si sport, Masculin, Satu Mare, Anul 2016, Numar persoane, 39
Licee cu program de educatie fizica si sport, Masculin, Satu Mare, Anul 2017, Numar persoane, 41
Licee cu program de educatie fizica si sport, Masculin, Salaj, Anul 2013, Numar persoane, 18
Licee cu program de educatie fizica si sport, Masculin, Salaj, Anul 2014, Numar persoane, 13
Licee cu program de educatie fizica si sport, Masculin, Salaj, Anul 2015, Numar persoane, 31
Licee cu program de educatie fizica si sport, Masculin, Salaj, Anul 2016, Numar persoane, 13
Licee cu program de educatie fizica si sport, Masculin, Salaj, Anul 2017, Numar persoane, 14
Licee cu program de educatie fizica si sport, Masculin, Alba, Anul 2013, Numar persoane, 48
Licee cu program de educatie fizica si sport, Masculin, Alba, Anul 2014, Numar persoane, 57
Licee cu program de educatie fizica si sport, Masculin, Alba, Anul 2015, Numar persoane, 59
Licee cu program de educatie fizica si sport, Masculin, Alba, Anul 2016, Numar persoane, 51
Licee cu program de educatie fizica si sport, Masculin, Alba, Anul 2017, Numar persoane, 43
Licee cu program de educatie fizica si sport, Masculin, Brasov, Anul 2013, Numar persoane, 37
Licee cu program de educatie fizica si sport, Masculin, Brasov, Anul 2014, Numar persoane, 43
Licee cu program de educatie fizica si sport, Masculin, Brasov, Anul 2015, Numar persoane, 44
Licee cu program de educatie fizica si sport, Masculin, Brasov, Anul 2016, Numar persoane, 35
Licee cu program de educatie fizica si sport, Masculin, Brasov, Anul 2017, Numar persoane, 42
Licee cu program de educatie fizica si sport, Masculin, Harghita, Anul 2013, Numar persoane, 16
Licee cu program de educatie fizica si sport, Masculin, Harghita, Anul 2014, Numar persoane, 8
Licee cu program de educatie fizica si sport, Masculin, Harghita, Anul 2015, Numar persoane, 13
Licee cu program de educatie fizica si sport, Masculin, Harghita, Anul 2016, Numar persoane, 10
Licee cu program de educatie fizica si sport, Masculin, Harghita, Anul 2017, Numar persoane, 16
Licee cu program de educatie fizica si sport, Masculin, Mures, Anul 2013, Numar persoane, 85
Licee cu program de educatie fizica si sport, Masculin, Mures, Anul 2014, Numar persoane, 93
Licee cu program de educatie fizica si sport, Masculin, Mures, Anul 2015, Numar persoane, 50
Licee cu program de educatie fizica si sport, Masculin, Mures, Anul 2016, Numar persoane, 74
Licee cu program de educatie fizica si sport, Masculin, Mures, Anul 2017, Numar persoane, 75
Licee cu program de educatie fizica si sport, Masculin, Sibiu, Anul 2014, Numar persoane, 42
Licee cu program de educatie fizica si sport, Masculin, Sibiu, Anul 2015, Numar persoane, 32
Licee cu program de educatie fizica si sport, Masculin, Sibiu, Anul 2016, Numar persoane, 49
Licee cu program de educatie fizica si sport, Masculin, Sibiu, Anul 2017, Numar persoane, 40
Licee cu program de educatie fizica si sport, Masculin, Bacau, Anul 2013, Numar persoane, 69
Licee cu program de educatie fizica si sport, Masculin, Bacau, Anul 2014, Numar persoane, 98
Licee cu program de educatie fizica si sport, Masculin, Bacau, Anul 2015, Numar persoane, 88
Licee cu program de educatie fizica si sport, Masculin, Bacau, Anul 2016, Numar persoane, 79
Licee cu program de educatie fizica si sport, Masculin, Bacau, Anul 2017, Numar persoane, 85
Licee cu program de educatie fizica si sport, Masculin, Botosani, Anul 2013, Numar persoane, 74
Licee cu program de educatie fizica si sport, Masculin, Botosani, Anul 2014, Numar persoane, 72
Licee cu program de educatie fizica si sport, Masculin, Botosani, Anul 2015, Numar persoane, 62
Licee cu program de educatie fizica si sport, Masculin, Botosani, Anul 2016, Numar persoane, 71
Licee cu program de educatie fizica si sport, Masculin, Botosani, Anul 2017, Numar persoane, 75
Licee cu program de educatie fizica si sport, Masculin, Iasi, Anul 2013, Numar persoane, 64
Licee cu program de educatie fizica si sport, Masculin, Iasi, Anul 2014, Numar persoane, 98
Licee cu program de educatie fizica si sport, Masculin, Iasi, Anul 2015, Numar persoane, 79
Licee cu program de educatie fizica si sport, Masculin, Iasi, Anul 2016, Numar persoane, 81
Licee cu program de educatie fizica si sport, Masculin, Iasi, Anul 2017, Numar persoane, 83
Licee cu program de educatie fizica si sport, Masculin, Neamt, Anul 2013, Numar persoane, 146
Licee cu program de educatie fizica si sport, Masculin, Neamt, Anul 2014, Numar persoane, 137
Licee cu program de educatie fizica si sport, Masculin, Neamt, Anul 2015, Numar persoane, 116
Licee cu program de educatie fizica si sport, Masculin, Neamt, Anul 2016, Numar persoane, 106
Licee cu program de educatie fizica si sport, Masculin, Neamt, Anul 2017, Numar persoane, 121
Licee cu program de educatie fizica si sport, Masculin, Suceava, Anul 2013, Numar persoane, 85
Licee cu program de educatie fizica si sport, Masculin, Suceava, Anul 2014, Numar persoane, 78
Licee cu program de educatie fizica si sport, Masculin, Suceava, Anul 2015, Numar persoane, 73
Licee cu program de educatie fizica si sport, Masculin, Suceava, Anul 2016, Numar persoane, 69
Licee cu program de educatie fizica si sport, Masculin, Suceava, Anul 2017, Numar persoane, 65
Licee cu program de educatie fizica si sport, Masculin, Vaslui, Anul 2013, Numar persoane, 94
Licee cu program de educatie fizica si sport, Masculin, Vaslui, Anul 2014, Numar persoane, 96
Licee cu program de educatie fizica si sport, Masculin, Vaslui, Anul 2015, Numar persoane, 87
Licee cu program de educatie fizica si sport, Masculin, Vaslui, Anul 2016, Numar persoane, 68
Licee cu program de educatie fizica si sport, Masculin, Vaslui, Anul 2017, Numar persoane, 68
Licee cu program de educatie fizica si sport, Masculin, Braila, Anul 2013, Numar persoane, 67
Licee cu program de educatie fizica si sport, Masculin, Braila, Anul 2014, Numar persoane, 50
Licee cu program de educatie fizica si sport, Masculin, Braila, Anul 2015, Numar persoane, 60
Licee cu program de educatie fizica si sport, Masculin, Braila, Anul 2016, Numar persoane, 45
Licee cu program de educatie fizica si sport, Masculin, Braila, Anul 2017, Numar persoane, 73
Licee cu program de educatie fizica si sport, Masculin, Buzau, Anul 2013, Numar persoane, 131
Licee cu program de educatie fizica si sport, Masculin, Buzau, Anul 2014, Numar persoane, 130
Licee cu program de educatie fizica si sport, Masculin, Buzau, Anul 2015, Numar persoane, 104
Licee cu program de educatie fizica si sport, Masculin, Buzau, Anul 2016, Numar persoane, 105
Licee cu program de educatie fizica si sport, Masculin, Buzau, Anul 2017, Numar persoane, 129
Licee cu program de educatie fizica si sport, Masculin, Constanta, Anul 2013, Numar persoane, 143
